nombre,codigo_partido,coalicion,partidos_coalicion,tradicional,temporalidad,gradonac,ideologia,paso_ideologia,justificacion_ideologia,grupo_representativo_1,paso1_gr,justificacion_gr_1,grupo_representativo_2,paso2_gr,justificacion_gr_2,part_alcaldia,part_asamblea,part_camara,part_concejo,part_gobernacion,part_presidencia,part_presidencia_1v,part_presidencia_2v,part_senado,fuente_ideologia,fuente_gr,nombre_upper,votos_alcaldia,votos_asamblea,votos_camara,votos_concejo,votos_gobernacion,votos_presidencia,votos_senado
ASOC. POR LA DIGNIDAD DE LAS VÍCTIMAS “ASOVIPM”,20220117,0,,0,2022-2022,0,1,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,98,,,0,0,1,0,0,0,0,0,0,https://web.facebook.com/watch/live/?ref=watch_permalink&v=522105599349956,,ASOC. POR LA DIGNIDAD DE LAS VÍCTIMAS “ASOVIPM”,0,0,0,0,0,0,0
ASOC. PRODUCTORES CAMPESINOS Y VÍCTIMAS DEL SUR BOLIVAR,20220225,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOC. PRODUCTORES CAMPESINOS Y VÍCTIMAS DEL SUR BOLIVAR,0,0,0,0,0,0,0
ASOC. RETORNO RENACIENDO EL CAMPO SANTA RITA Y BALSILLAS DE ATACO,20220104,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOC. RETORNO RENACIENDO EL CAMPO SANTA RITA Y BALSILLAS DE ATACO,0,0,2149,0,0,0,0
ASOC. USUARIOS HOSPITAL ROSARIO PUMAREJO DE LÓPEZ,20220213,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOC. USUARIOS HOSPITAL ROSARIO PUMAREJO DE LÓPEZ,0,0,0,0,0,0,0
ASOC. VÍCTIMAS DESPLAZADOS CONFLICTO ARMADO DE SANTA ROSA (ADESAN),20220091,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOC. VÍCTIMAS DESPLAZADOS CONFLICTO ARMADO DE SANTA ROSA (ADESAN),0,0,0,0,0,0,0
ASOC.PROD. AGROPECUARIOSVEREDA LA ESPERANZA- ASPROAGES,20220162,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOC.PROD. AGROPECUARIOSVEREDA LA ESPERANZA- ASPROAGES,0,0,0,0,0,0,0
ASOCAMPROARIARI,20220235,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,"https://www.camara.gov.co/representantes?location=p178,https://productosdeldesarrolloalternativo.wordpress.com/acerca-de/,https://www.facebook.com/people/Asocamproariari/100083140520251/?ref=py_c&paipv=0&eav=AfYSkBneCjOBLB94SdpZLsy69NgF85k-LULpOlK0c6MjxROepbpv0Ey142cvcsul-sU&_rdr",,ASOCAMPROARIARI,0,0,3236,0,0,0,0
ASOCBAR,20020149,0,,0,2002-2002,0,4,,,2,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCBAR,0,0,3692,0,0,0,0
ASOCCOR,20220232,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCCOR,0,0,1234,0,0,0,0
ASOCIACION AFROCOLOMBIANA DE ASENTAMIENTO ANCESTRAL SAN PEDRO - AFROSANPEDRO,20180053,0,,0,2018-2018,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,file:///Users/angielob/Downloads/789-aviso-notificacion-13623-18%20(1).pdf,,ASOCIACION AFROCOLOMBIANA DE ASENTAMIENTO ANCESTRAL SAN PEDRO - AFROSANPEDRO,0,0,2428,0,0,0,0
ASOCIACION AFROCOLOMBIANA DE DESPLAZADOS DEL MUNICIPIO GUACARI VALLE DEL CAUCA - ADAG,20220004,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION AFROCOLOMBIANA DE DESPLAZADOS DEL MUNICIPIO GUACARI VALLE DEL CAUCA - ADAG,0,0,0,0,0,0,0
ASOCIACION AFROCOLOMBIANA INTERCAMBIO DE EXPERIENCIAS - AIE,20100059,0,,0,2006-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION AFROCOLOMBIANA INTERCAMBIO DE EXPERIENCIAS - AIE,0,0,2792,0,0,0,0
ASOCIACION AFRODESCENDIENTE REVIVIR FERMIN SALAS,20100002,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION AFRODESCENDIENTE REVIVIR FERMIN SALAS,0,0,13061,0,0,0,0
ASOCIACION AFRODESCENDIENTES DE ARBOLETES - AFRODESAR,20220005,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION AFRODESCENDIENTES DE ARBOLETES - AFRODESAR,0,0,0,0,0,0,0
ASOCIACION AFROMONTELIBANENSE ANASTASIO SIERRA CIMARRON,20100003,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION AFROMONTELIBANENSE ANASTASIO SIERRA CIMARRON,0,0,1931,0,0,0,0
ASOCIACION CAMPESINA INTEGRAL DEL ATRATO - ACIA,20060019,0,,0,2006-2006,0,4,,,1,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACION CAMPESINA INTEGRAL DEL ATRATO - ACIA,0,0,3185,0,0,0,0
ASOCIACION CENTRO DE AUTORECONOCIMIENTO AFROCOLOMBIANO - CENAFRO,20180056,0,,0,2018-2018,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",98,,,0,0,1,0,0,0,0,0,0,Centro de Autoreconocimiento Afrocolombiano - CENAFRO -: Quienes somos (centroautoreconocimientoafro.blogspot.com),,ASOCIACION CENTRO DE AUTORECONOCIMIENTO AFROCOLOMBIANO - CENAFRO,0,0,1752,0,0,0,0
ASOCIACION CIVICA FUERZAS NEGRAS,20100004,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION CIVICA FUERZAS NEGRAS,0,0,1413,0,0,0,0
ASOCIACION COLECTIVO AFRODESCENDIENTES PRO DERECHOS HUMANOS - CADHEUBEV BENKOS VIVE,20100005,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION COLECTIVO AFRODESCENDIENTES PRO DERECHOS HUMANOS - CADHEUBEV BENKOS VIVE,0,0,2285,0,0,0,0
ASOCIACION COLOMBIA NEGRA HUELLAS DE AFRICANIA EN PAZ,20180051,0,,0,2018-2018,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION COLOMBIA NEGRA HUELLAS DE AFRICANIA EN PAZ,0,0,2015,0,0,0,0
ASOCIACION COLOMBIANA DE ENTRENADORES DEPORTIVOS Y PROFESIONALES - ASODEPORTES,20140016,0,,0,2014-2014,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION COLOMBIANA DE ENTRENADORES DEPORTIVOS Y PROFESIONALES - ASODEPORTES,0,0,6584,0,0,0,0
ASOCIACION CULTURAL JUVENTUD UNIDA - ASOCUJU,20020027,0,,0,2002-2002,0,4,,,1,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION CULTURAL JUVENTUD UNIDA - ASOCUJU,0,0,8018,0,0,0,0
ASOCIACION DAMOS LA MANO ASODM,20100006,0,,0,2010-2010,0,4,,,1,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DAMOS LA MANO ASODM,0,0,3241,0,0,0,0
"ASOCIACION DE AFROCOLOMBIANOS PARA LA VIVIENDA, DEPORTE, EDUCACION Y SALUD - PARTIDO AFROVIDES",20100007,0,,0,2010-2014,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,1,1,1,1,1,0,0,0,0,,,"ASOCIACION DE AFROCOLOMBIANOS PARA LA VIVIENDA, DEPORTE, EDUCACION Y SALUD - PARTIDO AFROVIDES",204676,58652,56215,304292,196947,0,0
ASOCIACION DE AFROCOLOMBIANOS SIN ANIMO DE LUCRO DE SAN CRISTOBAL SUR - ASAFROSCOL 4,20180055,0,,0,2018-2018,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE AFROCOLOMBIANOS SIN ANIMO DE LUCRO DE SAN CRISTOBAL SUR - ASAFROSCOL 4,0,0,1069,0,0,0,0
ASOCIACION DE AFRODESCENDIENTES DEL MAGDALENA MEDIO - AFRODMAN,20140013,0,,0,2014-2014,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE AFRODESCENDIENTES DEL MAGDALENA MEDIO - AFRODMAN,0,0,1442,0,0,0,0
ASOCIACION DE AFRODESCENDIENTES DEL MUNICIPIO DE NECOCLI - AFRONEC,20100008,0,,0,2010-2011,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,1,0,0,0,0,0,,,ASOCIACION DE AFRODESCENDIENTES DEL MUNICIPIO DE NECOCLI - AFRONEC,0,0,8953,0,0,0,0
ASOCIACION DE AFROS DE MUTATA - AFROMUTATA,20220001,0,,0,2022-2022,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE AFROS DE MUTATA - AFROMUTATA,0,0,1087,0,0,0,0
ASOCIACION DE AUTORIDADES TRADICIONALES INDIGENAS - OPIC,20140002,0,,0,2014-2014,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,1,,,ASOCIACION DE AUTORIDADES TRADICIONALES INDIGENAS - OPIC,0,0,2870,0,0,0,3163
ASOCIACION DE AUTORIDADES TRADICIONALES WAYUU,20020023,0,,0,2002-2002,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,0,0,0,0,0,0,1,,,ASOCIACION DE AUTORIDADES TRADICIONALES WAYUU,0,0,0,0,0,0,4654
ASOCIACION DE AUTORIDADES TRADICIONALES Y CABILDOS INDIGENAS DE COLOMBIA,20140003,0,,0,2014-2014,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,1,,,ASOCIACION DE AUTORIDADES TRADICIONALES Y CABILDOS INDIGENAS DE COLOMBIA,0,0,2478,0,0,0,2067
ASOCIACION DE CABILDOS Y AUTORIDADES ZENUES - UAIZACOR,20180041,0,,0,2018-2018,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE CABILDOS Y AUTORIDADES ZENUES - UAIZACOR,0,0,4156,0,0,0,0
ASOCIACION DE COCHEROS,20000533,0,,0,2000-2000,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,ASOCIACION DE COCHEROS,0,0,0,62,0,0,0
ASOCIACION DE COMUNIDADES AFROCOLOMBIANAS DEL MUNICIPIO DE YUMBO - AFROYUMBO,20100009,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE COMUNIDADES AFROCOLOMBIANAS DEL MUNICIPIO DE YUMBO - AFROYUMBO,0,0,5295,0,0,0,0
ASOCIACION DE COMUNIDADES NEGRAS DE GUACOCHE - VALLEDUPAR CARDONAL,20100010,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE COMUNIDADES NEGRAS DE GUACOCHE - VALLEDUPAR CARDONAL,0,0,2488,0,0,0,0
ASOCIACION DE COMUNIDADES NEGRAS DEL MUNICIPIO DE GUAPI - ASOCONEGUA,20140015,0,,0,2014-2014,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE COMUNIDADES NEGRAS DEL MUNICIPIO DE GUAPI - ASOCONEGUA,0,0,7236,0,0,0,0
ASOCIACION DE DAM DEL VALLE,19900084,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,ASOCIACION DE DAM DEL VALLE,0,0,0,0,0,0,0
ASOCIACION DE DESPLAZADOS DE LA COSTA PACIFICA RESIDENTES EN CALI Y OTROS - ASODCPRC,20100011,0,,0,2010-2010,0,4,,,1,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE DESPLAZADOS DE LA COSTA PACIFICA RESIDENTES EN CALI Y OTROS - ASODCPRC,0,0,1070,0,0,0,0
ASOCIACION DE ESTUDIANTES AFROCOLOMBIANOS DE LA FUNDACION UNIVERSIDAD AUTONOMA DE COLOMBIA - AEAFUAC,20020026,0,,0,2002-2002,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE ESTUDIANTES AFROCOLOMBIANOS DE LA FUNDACION UNIVERSIDAD AUTONOMA DE COLOMBIA - AEAFUAC,0,0,30926,0,0,0,0
ASOCIACION DE MUJERES AFROCOLOMBIANAS HIJAS DE YEMAYA,20100012,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",6,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE MUJERES AFROCOLOMBIANAS HIJAS DE YEMAYA,0,0,2496,0,0,0,0
ASOCIACION DE PROFESIONALES AFROCOLOMBIANOS - ASOPRA,20060012,0,,0,2006-2014,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DE PROFESIONALES AFROCOLOMBIANOS - ASOPRA,0,0,24001,0,0,0,0
ASOCIACION DOS PARA TODOS,20020044,0,,0,2002-2002,0,4,,,1,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION DOS PARA TODOS,0,0,6337,0,0,0,0
ASOCIACION KUAGRO SOCIAL LOS MARLINS AKUASOMAR,20100013,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION KUAGRO SOCIAL LOS MARLINS AKUASOMAR,0,0,2930,0,0,0,0
ASOCIACION MISION COLOMBIA,20100014,0,,0,2010-2010,0,4,,,1,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION MISION COLOMBIA,0,0,5323,0,0,0,0
ASOCIACION NACIONAL DE AFROCOLOMBIANOS DESPLAZADOS - AFRODES,20020032,0,,0,2002-2002,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,CARACTERIZACIÓN - (afrodescolombia.org),,ASOCIACION NACIONAL DE AFROCOLOMBIANOS DESPLAZADOS - AFRODES,0,0,13504,0,0,0,0
ASOCIACION NACIONAL DE CABILDOS Y AUTORIDADES INDIGENAS EN COLOMBIA - ANICOL,20180012,0,,0,2018-2022,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,1,,,ASOCIACION NACIONAL DE CABILDOS Y AUTORIDADES INDIGENAS EN COLOMBIA - ANICOL,0,0,12366,0,0,0,3757
ASOCIACION NACIONAL DE ESTUDIANTES AFROCOLOMBIANOS - ASNEA,20100060,0,,0,2006-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION NACIONAL DE ESTUDIANTES AFROCOLOMBIANOS - ASNEA,0,0,10706,0,0,0,0
ASOCIACION NACIONAL INDIGENA DE COLOMBIA - ANIC,20140004,0,,0,2014-2014,0,4,,,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,0,0,0,0,0,0,1,,,ASOCIACION NACIONAL INDIGENA DE COLOMBIA - ANIC,0,0,0,0,0,0,6386
ASOCIACION NACIONAL PARA EL DESARROLLO Y LA DEFENSA DE LOS PUEBLOS DEL LITORAL PACIFICO - ASOPACIFICO,20060020,0,,0,2006-2006,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION NACIONAL PARA EL DESARROLLO Y LA DEFENSA DE LOS PUEBLOS DEL LITORAL PACIFICO - ASOPACIFICO,0,0,925,0,0,0,0
ASOCIACION NACIONAL PARA LA DIVULGACION DE LA CULTURA MUSICAL AFROCOLOMBIANA - ANALDIC,20060005,0,,0,2006-2006,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION NACIONAL PARA LA DIVULGACION DE LA CULTURA MUSICAL AFROCOLOMBIANA - ANALDIC,0,0,2315,0,0,0,0
ASOCIACION NUEVA VIDA,20100015,0,,0,2010-2010,0,4,,,1,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION NUEVA VIDA,0,0,1258,0,0,0,0
ASOCIACION PARA EL FOMENTO DE LAS NEGRITUDES - AFIN,20020045,0,,0,2002-2002,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION PARA EL FOMENTO DE LAS NEGRITUDES - AFIN,0,0,2640,0,0,0,0
ASOCIACION PARA PROMOCION Y DEFENSA DE LOS DERECHOS ETNICOS DE COMUNIDADES,20060007,0,,0,2006-2006,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",2,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACION PARA PROMOCION Y DEFENSA DE LOS DERECHOS ETNICOS DE COMUNIDADES,0,0,1820,0,0,0,0
ASOCIACION PLAN DE VIVIENDA BARRIO,20000784,0,,0,2000-2000,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,ASOCIACION PLAN DE VIVIENDA BARRIO,0,0,0,236,0,0,0
ASOCIACION POPULAR DE NEGROS UNIDOS DEL RIO YURUMANGUI - APONURY,19920010,0,,0,2006-2006,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION POPULAR DE NEGROS UNIDOS DEL RIO YURUMANGUI - APONURY,0,0,3292,0,0,0,0
ASOCIACION POR LOS DERECHOS DE LAS COMUNIDADES NEGRAS DE BOLIVAR MARTIN LUTHER KING,20100016,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION POR LOS DERECHOS DE LAS COMUNIDADES NEGRAS DE BOLIVAR MARTIN LUTHER KING,0,0,3450,0,0,0,0
ASOCIACION POR LOS DERECHOS DE LAS COMUNIDADES NEGRAS DE PASACABALLOS KUSUTO,20100017,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION POR LOS DERECHOS DE LAS COMUNIDADES NEGRAS DE PASACABALLOS KUSUTO,0,0,13405,0,0,0,0
ASOCIACION POR LOS DERECHOS DE LAS COMUNIDADES NEGRAS DE SAN ANTERO - ADECONES,20100018,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION POR LOS DERECHOS DE LAS COMUNIDADES NEGRAS DE SAN ANTERO - ADECONES,0,0,4272,0,0,0,0
ASOCIACION POR LOS DERECHOS DE LAS COMUNIDADES NEGRAS DEL ATLANTICO KUSUTO,20100019,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION POR LOS DERECHOS DE LAS COMUNIDADES NEGRAS DEL ATLANTICO KUSUTO,0,0,5838,0,0,0,0
ASOCIACION PRIMERO COLOMBIA,20020001,0,,0,2002-2006,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,0,0,0,0,0,1,0,0,0,https://primerocolombia.com/quienes-somos/,https://primerocolombia.com/quienes-somos/,ASOCIACION PRIMERO COLOMBIA,0,0,0,0,0,13260490,0
ASOCIACION REGIONAL DE AFROCOLOMBIANOS LA MINGA - AFROMINGA,20140014,0,,0,2014-2014,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACION REGIONAL DE AFROCOLOMBIANOS LA MINGA - AFROMINGA,0,0,3240,0,0,0,0
ASOCIACIÓN AFROCOLOMBIANA SER NEGRO ES MÁS SABROSO,20220248,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,1,TRUE,,0,0,1,0,0,0,0,0,0,"https://www.facebook.com/asoafro/photos,https://www.instagram.com/sernegroesmassabroso/?hl=en,https://www.youtube.com/watch?v=kkVUXnvZB_s&ab_channel=SerNegroEsM%C3%A1sSabroso",,ASOCIACIÓN AFROCOLOMBIANA SER NEGRO ES MÁS SABROSO,0,0,0,0,0,0,0
ASOCIACIÓN AFRODESCENDIENTES DE NUEVO TAY - AFRODENUTAY,20220177,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,1,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN AFRODESCENDIENTES DE NUEVO TAY - AFRODENUTAY,0,0,0,0,0,0,0
ASOCIACIÓN AGROPECUARIA DE AFRODESCENDIENTES DESPLAZADOS,20220253,0,,0,2022-2022,0,3,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,1,TRUE,,0,0,1,0,0,0,0,0,0,https://www.youtube.com/watch?v=hE7ugTBybuc&ab_channel=NEVOChannel,,ASOCIACIÓN AGROPECUARIA DE AFRODESCENDIENTES DESPLAZADOS,0,0,0,0,0,0,0
"ASOCIACIÓN AGROPECUARIA DEL CUNIMIA ""AGROCUM""",20220237,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,"ASOCIACIÓN AGROPECUARIA DEL CUNIMIA ""AGROCUM""",0,0,0,0,0,0,0
ASOCIACIÓN AGROPECUARIA MIXTA MARIA LA ALTA,20220240,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN AGROPECUARIA MIXTA MARIA LA ALTA,0,0,0,0,0,0,0
ASOCIACIÓN AGROPECUARIOS TRONCAL DEL CARIBE,20220242,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN AGROPECUARIOS TRONCAL DEL CARIBE,0,0,0,0,0,0,0
ASOCIACIÓN ALIANZA POR LA VIDA,20220212,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,ASOCIACIÓN ALIANZA POR LA VIDA,0,0,0,0,0,0,0
"ASOCIACIÓN CAMPESINA DE PRODUCTORES AGROPECUARIOS DEL DIVISO ""ACAPRADIV""",20220236,0,,0,2022-2022,0,4,,,7,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,5,TRUE,,0,0,1,0,0,0,0,0,0,,,"ASOCIACIÓN CAMPESINA DE PRODUCTORES AGROPECUARIOS DEL DIVISO ""ACAPRADIV""",0,0,0,0,0,0,0
